Pancreatic Cancer Cell,MEK,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Cancer Cell,IL6Ra,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Cancer Cell,CDK46,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Cancer Cell,p14p16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PCC phenotype,Hypoxia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Cancer Cell,SCF,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Cancer Cell,O2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pancreatic Cancer Cell,LKB1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,WntR,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PCC phenotype,ATP_Release,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Pancreatic Stellate Cell,s_VEGFR,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Pancreatic Stellate Cell,s_EGFR,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_FGFR,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_PDGFBBR,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_IFNgR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pancreatic Stellate Cell,s_TNFR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pancreatic Stellate Cell,s_TGFR,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_HIF1a,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_VEGF,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_NFkB,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_AKT,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_PIP3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_PI3K,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_p53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pancreatic Stellate Cell,s_MDM2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_MEK,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_RAS,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_ERK,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_bFGF,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_TGFb1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_PDGFBB,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_SMAD23,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PSC Phenotype,s_Activation,0,0,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,
PSC Phenotype,s_Angiogenesis,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
PSC Phenotype,s_Proliferation,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,
Pancreatic Stellate Cell,s_AP1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PSC Phenotype,s_cell_arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PSC Phenotype,s_LactateRelease,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
PSC Phenotype,s_Fibrosis,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
Pancreatic Stellate Cell,s_STAT3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pancreatic Stellate Cell,s_HIF2a,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PSC Phenotype,s_Hypoxia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_O2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pancreatic Stellate Cell,s_CSF1R,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
Pancreatic Stellate Cell,s_P2X7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Stellate Cell,s_IL-6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigIFNg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,sigVEGF,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Intercellular Environment,sigTGFb,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigbFGF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigPDGFBB,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigEGF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigIL-6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigCSF1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,Lactate,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Intercellular Environment,O2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,sigATP,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IFN-GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,CSF2Ra,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,IL-1R,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,TLR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,FC-GR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,IL-4R,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IL-10R,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,CSF1R,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigCSF2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigIL-1B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,LPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,IC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,Lactate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IL-6R,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage phenotypes,Hypoxia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,STAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,STAT5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,NF-kB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,ERK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,STAT3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,sigIFNa_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,SOCS1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,STAT6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IRF4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IRF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,sigTNFa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,KLF4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,JMJD3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IRF5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,EGF,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IFNa_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,IL-1B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,TNFa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,TGFB,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IL-12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,IL-10,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,HIF1a,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,IL-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,VEGF,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage phenotypes,Angiogenesis,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage phenotypes,Immunosuppression ,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage phenotypes,M2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage phenotypes,M1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage phenotypes,Inflammation ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,TNFaR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Macrophage,O2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Intercellular Environment,sigCSF2_inhibitor,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Macrophage,CSF2_inhibitorR,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T-cell fate,Th1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T-cell fate,Th2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T-cell fate,CTLs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T-cell fate,IFN-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T-cell fate,IL-13_IL-4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T-cell fate,IL-10,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T-cell fate,IL-6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigIL-13_IL-4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Intercellular Environment,sigIL-10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Cancer Cell,BIM,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Pancreatic Cancer Cell,BIM_BCLXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
